"id_no","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code"
6970,"Taeniolethrinops furcicauda",167.265709256645,0,1,1,21,"commercial",0,2.84,"Carni.",1,"LC"
6971,"Astatotilapia burtoni",156083.444582371,1,1,0,15,"subsistence fisheries",0,3.05,"Carni.",1,"LC"
6972,"Protomelas kirkii",3100.1167566456,1,1,0,18,"commercial",0,3.41,"Carni.",1,"LC"
6973,"Haplochromis rubripinnis",70029.8147067808,0,1,1,10.4300003051758,NA,0,3.3,"Carni.",1,"LC"
6974,"Ctenopoma acutirostre",547395.289669964,1,1,0,NA,NA,NA,NA,NA,1,"LC"
6980,"Paramormyrops hopkinsi",33553.9553165159,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
6982,"Ophthalmotilapia ventralis",34890.675799273,0,1,1,15,"commercial",0,NA,NA,1,"LC"
6984,"Nannocharax occidentalis",711921.255520663,1,0,0,NA,NA,NA,NA,NA,1,"LC"
6985,"Synodontis pulcher",19563.3098176113,1,1,0,NA,NA,NA,NA,NA,1,"DD"
6987,"Citharinus latus",1084170.70417811,1,1,0,84,"commercial",0,2.19,"Herbi.",1,"LC"
6991,"Lethrinops furcifer",6876.2660956166,0,1,1,19.5,"commercial",0,3.2,"Carni.",1,"LC"
6994,"Aphyosemion cognatum",144314.383311562,1,1,0,NA,NA,NA,NA,NA,1,"LC"
6997,"Mastacembelus tanganicae",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
6998,"Lethrinops lethrinus",1417.67928565678,1,1,0,20,"commercial",0,3.5,"Carni.",1,"LC"
7003,"Neolamprologus toae",34890.675799273,0,1,1,12,"commercial",0,NA,NA,1,"LC"
7009,"Labeobarbus alluaudi",8175.00422496109,1,0,0,NA,NA,NA,NA,NA,1,"DD"
7013,"Thryssa baelama",6827.03909215362,1,0,0,NA,NA,NA,NA,NA,2,"LC"
7014,"Neolamprologus longior",34890.675799273,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7015,"Clarias camerunensis",2135907.99296742,1,1,0,46.5999984741211,NA,0,3.5,"Carni.",1,"LC"
7021,"Mastacembelus liberiensis",241646.037606345,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7024,"Neolebias trewavasae",770453.284549513,1,1,0,4.09999990463257,NA,0,2.8,"Carni.",1,"LC"
7025,"Chiloglanis macropterus",12962.3962091838,1,1,0,NA,NA,NA,NA,NA,1,"VU"
7030,"Petrotilapia flaviventris",336.923168481876,0,1,1,11.1199998855591,NA,0,NA,NA,1,"LC"
7031,"Oreochromis placidus",372510.946301358,1,1,0,35.5,"commercial",0,NA,NA,1,"LC"
7034,"Paramormyrops curvifrons",115440.728850404,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7039,"Chiloglanis disneyi",9430.13310669835,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7045,"Parananochromis brevirostris",134383.463189557,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
7047,"Garra ignestii",52174.0558149675,1,0,0,NA,NA,NA,NA,NA,2,"LC"
7048,"Xenotilapia melanogenys",33012.5919769452,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
7049,"Enteromius litamba",121907.96370466,1,1,0,35,"commercial",0,3.98,"Carni.",1,"DD"
7052,"Oreochromis schwebischi",358958.125540098,1,1,0,30,NA,0,2,"Herbi.",1,"LC"
7054,"Synodontis waterloti",222351.979532161,1,0,0,14.1000003814697,"minor commercial",0,2.48,"Omni.",1,"LC"
7055,"Microsynodontis laevigata",8088.98952207439,1,0,0,8.5,NA,0,NA,NA,1,"DD"
7083,"Sarotherodon linnellii",4202.50772882648,0,1,1,18.5,NA,0,2.57,"Omni.",1,"CR"
7088,"Fundulopanchax traudeae",12348.5941419661,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
7090,"Myomyrus macrodon",210308.858025728,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7091,"Haplochromis melanopus",70029.8147067808,0,1,1,NA,NA,NA,NA,NA,1,"DD"
7093,"Synodontis velifer",224493.076432026,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7096,"Micralestes acutidens",3696315.34440966,1,1,0,9,"of no interest",0,2.88,"Carni.",1,"LC"
7098,"Galaxias zebratus",93496.9205909836,1,1,0,7.5,"of no interest",0,3.5,"Carni.",2,"DD"
7105,"Distichodus rufigiensis",195602.701195824,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7112,"Parakneria tanzaniae",12758.8470885378,NA,NA,0,NA,NA,NA,NA,NA,3,"VU"
7115,"Brycinus fwaensis",1627.35588483788,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7116,"Labeobarbus robertsi",18400.9350931071,1,0,0,NA,NA,NA,NA,NA,1,"DD"
7120,"Leptocypris niloticus",1859442.02542006,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7123,"Nannocharax intermedius",101632.32647855,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7128,"Monostichodus mesmaekersi",197404.38675872,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7133,"Oreochromis esculentus",216239.751186848,0,1,1,50,"commercial",0,2.49,"Omni.",1,"NT"
7134,"Lethrinops longimanus",6876.2660956166,0,1,1,15.3000001907349,"commercial",0,3.2,"Carni.",1,"LC"
7135,"Hemitaeniochromis urotaenia",4694.31397546243,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7139,"Nannocharax rubrolabiatus",87833.6178064122,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
7140,"Enteromius perince",1453576.17308581,1,1,0,NA,NA,NA,NA,NA,2,"LC"
7141,"Amphilius maesii",61870.7912866157,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7144,"Aphyosemion calliurum",170556.183351155,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7149,"Aphyosemion coeleste",36365.6736950262,1,1,0,NA,NA,NA,NA,NA,1,"VU"
7151,"Diplotaxodon argenteus",6457.11530378825,0,1,1,20.3999996185303,"commercial",0,4.2,"Carni.",1,"LC"
7152,"Anguilla anguilla",49681.8741437571,1,1,0,121.5,"commercial",1,3.67,"Carni.",2,"CR"
7153,"Garra tana",2946.00893117719,0,1,1,10.8299999237061,"of no interest",0,NA,NA,1,"VU"
7158,"Haplochromis tyrianthinus",70029.8147067808,0,1,1,10.5,NA,0,3.5,"Carni.",1,"DD"
7159,"Brienomyrus longianalis",280324.321182551,1,1,0,16,NA,0,NA,NA,1,"LC"
7160,"Kneria ruaha",20793.7313529124,1,0,0,57.5,NA,0,2,"Herbi.",1,"VU"
7162,"Malapterurus punctatus",117387.543076774,1,1,0,NA,NA,NA,NA,NA,1,"VU"
7163,"Sargochromis coulteri",15533.693313817,1,1,0,NA,NA,NA,NA,NA,2,"LC"
7164,"Nothobranchius thierryi",491994.618628739,NA,NA,0,NA,NA,NA,NA,NA,2,NA
7166,"Aphyosemion cameronense",222154.01556441,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7167,"Lamprologus kungweensis",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"CR"
7174,"Paraphago rostratus",4213.91385635794,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7177,"Synodontis multipunctatus",34890.675799273,0,1,1,27.5,"minor commercial",0,3.39,"Carni.",1,"LC"
7178,"Labeobarbus steindachneri",674376.045045363,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7180,"Leptocypris weynsii",572652.538888066,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7182,"Alcolapia ndalalani",3697.32339608599,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7183,"Aphyosemion maculatum",36821.5770304098,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7185,"Mormyrops oudoti",9328.07297180285,1,0,0,NA,NA,NA,NA,NA,1,"EN"
7186,"Mylochromis melanotaenia",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7187,"Nothobranchius torgashevi",171.206004342381,1,1,0,4.30999994277954,NA,0,NA,NA,1,"VU"
7188,"Tropheops gracilior",253.549496086174,0,1,1,11.1999998092651,NA,0,NA,NA,1,"LC"
7190,"Coptodon tholloni",260048.526089736,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7191,"Mormyrops zanclirostris",723125.07742082,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7193,"Tetracamphilius notatus",155014.308606813,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7194,"Nothobranchius janpapi",20731.1272084704,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7195,"Synodontis obesus",202561.673813187,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7197,"Thoracochromis callichromus",12494.2914183932,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7199,"Marcusenius pongolensis",400106.897714012,1,1,0,NA,NA,0,NA,NA,2,"LC"
7200,"Aulonocara gertrudae",1179.06952985245,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7204,"Haplochromis nyererei",75275.99539497,0,1,1,7.69999980926514,NA,0,2.49,"Omni.",1,"LC"
7207,"Carasobarbus fritschii",112496.484362306,1,0,0,18,NA,0,NA,NA,3,"LC"
7208,"Schilbe congensis",32599.7524344048,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7209,"Thoracochromis brauschi",12494.2914183932,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7211,"Alestopetersius bifasciatus",122005.85263996,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7215,"Microstomatichthyoborus bashforddeani",450350.615345091,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7217,"Coptodon cameronensis",195496.666413857,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
7219,"Benitochromis conjunctus",4202.50772882648,NA,NA,0,NA,NA,NA,NA,NA,1,"EN"
7220,"Enteromius atkinsoni",156594.702210268,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7221,"Ladigesia roloffi",2811.33616284653,1,0,0,NA,NA,NA,NA,NA,1,"CR"
7231,"Haplochromis heusinkveldi",70288.0256271077,0,1,1,7.59999990463257,NA,0,3.4,"Carni.",1,"CR"
7235,"Enteromius chiumbeensis",213545.649351056,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7237,"Placidochromis johnstoni",6876.2660956166,1,1,0,20,"commercial",0,3.5,"Carni.",1,"LC"
7238,"Plataplochilus chalcopyrus",30202.6033386125,1,0,0,NA,NA,NA,NA,NA,1,"EN"
7243,"Pseudomyxus capensis",177994.995466358,1,1,0,45,"commercial",1,2.77,"Omni.",3,NA
7251,"Neolebias gracilis",7658.19266963391,1,1,0,3.90000009536743,NA,0,NA,NA,1,"DD"
7254,"Schilbe bocagii",26257.0774351011,1,1,0,NA,NA,NA,NA,NA,2,"LC"
7257,"Nothobranchius fuscotaeniatus",85.2087687557068,1,0,0,NA,NA,NA,NA,NA,1,"CR"
7264,"Brienomyrus brachyistius",856679.562874934,1,1,0,20,NA,0,2.8,"Carni.",1,"LC"
7266,"Tilapia sparrmanii",1971673.67389433,1,1,0,23.5,"subsistence fisheries",0,2.68,"Omni.",2,"LC"
7267,"Parakneria fortuita",16756.4364070844,1,0,0,5.69999980926514,NA,0,2,"Herbi.",2,"DD"
7270,"Cyphomyrus wilverthi",337941.759545615,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7274,"Bathybagrus grandis",33354.7184506497,0,0,0,63,"minor commercial",0,4.5,"Carni.",1,NA
7277,"Salmo trutta",375.114375753807,1,1,0,140,"commercial",1,3.79999995231628,"Carni.",3,"LC"
7280,"Etia nguti",7365.08427734965,1,0,0,13.3100004196167,NA,0,2.38,"Omni.",1,"DD"
7281,"Petrotilapia microgalana",84.413622389473,0,1,1,NA,NA,NA,NA,NA,3,"LC"
7290,"Lacustricola centralis",288745.815088547,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7296,"Placidochromis longirostris",167.754756607819,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7297,"Synodontis batesii",461616.778571081,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7301,"Sargochromis giardi",383382.60761096,1,1,0,48,"commercial",0,3.49,"Carni.",2,"LC"
7303,"Enteromius manicensis",60841.8651289638,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7312,"Haplochromis eduardianus",16177.5782462457,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7323,"Lepidiolamprologus meeli",34890.675799273,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7325,"Microthrissa minuta",278015.540051003,1,1,0,4.30000019073486,"subsistence fisheries",0,NA,NA,1,"VU"
7326,"Synodontis laessoei",9067.78324835414,1,1,0,NA,NA,NA,NA,NA,2,"DD"
7331,"Bathyclarias foveolatus",26520.5883195937,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7337,"Aulonocara maylandi",83.5738857687531,0,1,1,15,"commercial",0,3.5,"Carni.",1,"CR"
7338,"Mylochromis balteatus",6876.2660956166,0,1,1,16.2000007629395,"commercial",0,3.5,"Carni.",1,"LC"
7341,"Haplochromis harpakteridion",70201.9485614657,0,1,1,8.05000019073486,NA,0,4.2,"Carni.",1,"DD"
7342,"Haplochromis vanoijeni",70029.8147067808,0,1,1,8.88000011444092,NA,0,NA,NA,1,"VU"
7343,"Hemitilapia oxyrhyncha",3184.27816742153,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7349,"Euchilichthys astatodon",95708.829439706,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7351,"Neolamprologus savoryi",34890.675799273,0,1,1,8,"commercial",0,3.4,"Carni.",1,"LC"
7352,"Fundulopanchax walkeri",172221.267199696,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7355,"Chiloglanis waterloti",11168.7532731683,1,0,0,4.80000019073486,"of no interest",0,NA,NA,1,"LC"
7358,"Nothobranchius milvertzi",85.1004658905659,1,1,0,3.69000005722046,NA,0,NA,NA,1,"EN"
7363,"Orthochromis rugufuensis",4452.60140825887,0,1,1,NA,NA,NA,NA,NA,1,"VU"
7367,"Labeotropheus trewavasae",4694.31397546243,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7369,"Petrocephalus pellegrini",274834.488038501,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7370,"Distichodus affinis",682464.76319877,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7371,"Chrysichthys duttoni",547543.416138071,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7373,"Placidochromis electra",756.8407201366,0,1,1,12,"commercial",0,2.79,"Omni.",1,"LC"
7374,"Stomatorhinus kununguensis",256116.101924128,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7376,"Synodontis rukwaensis",290660.379667807,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7378,"Nothobranchius boklundi",251.829624340832,1,1,0,4.38000011444092,NA,0,NA,NA,1,"VU"
7379,"Raiamas ansorgii",848.065929931639,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7380,"Copadichromis jacksoni",4694.31397546243,0,1,1,18.2999992370605,"commercial",0,3.4,"Carni.",1,"LC"
7381,"Garra geba",31448.1904440207,1,1,0,8.64000034332275,"of no interest",0,NA,NA,2,"LC"
7384,"Aphyosemion buytaerti",6877.58190717646,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
7385,"Enteromius inaequalis",40337.8949825811,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7386,"Neolamprologus splendens",34890.675799273,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7387,"Mormyrops furcidens",225226.211484785,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7388,"Chiloglanis voltae",104419.253930049,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7392,"Enteromius kessleri",464029.268627253,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7395,"Chiloglanis batesii",843257.193101432,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7397,"Brycinus nigricauda",12654.7482631372,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7398,"Bagrus filamentosus",5520.27975902388,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7404,"Cyclopharynx schwetzi",12494.2914183932,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7413,"Nothobranchius bellemansi",84.5332377147465,1,1,0,4.57000017166138,NA,0,NA,NA,2,"EN"
7415,"Tramitichromis brevis",6876.2660956166,0,1,1,16.2999992370605,"commercial",0,3.2,"Carni.",1,"LC"
7416,"Spratellomorpha bianalis",3777.48811845475,1,0,0,4.5,"subsistence fisheries",0,NA,NA,1,"DD"
7417,"Chelaethiops congicus",448883.318050179,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7427,"Labeobarbus fimbriatus",133670.963197998,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
7429,"Brycinus abeli",5479.05339432017,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7430,"Chrysichthys helicophagus",8309.25010304236,1,1,0,18,NA,0,3.37,"Carni.",1,"VU"
7432,"Tylochromis praecox",2139.52135836836,1,1,0,13,NA,0,2.59,"Omni.",1,"DD"
7440,"Labeo percivali",52315.2018020943,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7441,"Salmo macrostigma",130947.729877612,1,0,0,60,NA,1,3.48,"Carni.",3,"DD"
7442,"Clarias platycephalus",1119547.50358184,1,1,0,37.5999984741211,NA,0,4.2,"Carni.",1,"LC"
7444,"Schilbe multitaeniatus",327440.518272085,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7449,"Malapterurus occidentalis",24465.4603340677,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7450,"Pseudobarbus trevelyani",795.667899049454,1,0,0,NA,NA,NA,NA,NA,3,"EN"
7460,"Polypterus ornatipinnis",1040584.81256911,1,1,0,60,"of no interest",0,3.69,"Carni.",1,"LC"
7461,"Odaxothrissa ansorgii",181470.068675669,1,1,0,15.2799997329712,"subsistence fisheries",0,NA,NA,1,"LC"
7463,"Haplochromis kujunjui",70201.9485614657,0,1,1,10.2799997329712,NA,0,4.2,"Carni.",1,"DD"
7464,"Labeobarbus longissimus",2946.00893117719,0,1,1,54.7999992370605,NA,0,4.5,"Carni.",1,"DD"
7469,"Malapterurus microstoma",605514.73239018,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7470,"Malapterurus stiassnyae",149700.532953759,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7472,"Epiplatys annulatus",112720.141893523,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7474,"Polypterus polli",339534.443160451,1,1,0,32.0999984741211,NA,0,3.2,"Carni.",1,"LC"
7475,"Aphyosemion polli",108834.488360262,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7479,"Buccochromis lepturus",82568.635628411,0,1,1,41.7000007629395,"commercial",0,4.2,"Carni.",1,"LC"
7482,"Gephyroglanis gymnorhynchus",28138.6760177435,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7484,"Chelaethiops rukwaensis",2046.16714217607,0,1,1,NA,NA,NA,NA,NA,1,"VU"
7492,"Fossorochromis rostratus",7292.64023344102,0,1,1,24.3999996185303,"commercial",0,3.36,"Carni.",1,"LC"
7494,"Mastacembelus micropectus",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7497,"Enteromius anoplus",927161.976896078,1,1,0,10,"subsistence fisheries",0,2.69,"Omni.",2,"LC"
7498,"Bagrus degeni",3526.91605417237,0,1,1,55,"commercial",0,4.2,"Carni.",1,"DD"
7501,"Austroglanis sclateri",301443.25360887,1,0,0,30,NA,0,3.5,"Carni.",2,"LC"
7503,"Crenimugil crenilabis",452934.583133363,1,0,0,60,"minor commercial",1,2.34,"Omni.",1,"LC"
7504,"Pallidochromis tokolosh",5367.43921908237,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7505,"Hippopotamyrus pictus",664756.241580041,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7506,"Raiamas salmolucius",682757.1987135,1,1,0,16.3700008392334,NA,0,NA,NA,1,"LC"
7509,"Thoracochromis stigmatogenys",120063.87305578,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7510,"Plataplochilus miltotaenia",20221.176443196,1,1,0,NA,NA,NA,NA,NA,1,"VU"
7514,"Lutjanus endecacanthus",1802.30010328259,1,0,0,NA,NA,NA,NA,NA,1,"DD"
7515,"Mastacembelus plagiostomus",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7520,"Lethrinops macracanthus",6876.2660956166,0,1,1,20,"commercial",0,2.75,"Omni.",1,"DD"
7521,"Petrocephalus wesselsi",325916.323814032,1,0,0,NA,NA,NA,NA,NA,2,"LC"
7522,"Haplochromis saxicola",70029.8147067808,0,1,1,12.3000001907349,NA,0,3.42,"Carni.",1,"DD"
7523,"Mylochromis guentheri",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7525,"Pellona ditchela",93751.1606147623,1,0,0,16,"commercial",1,NA,NA,1,"LC"
7526,"Placidochromis obscurus",250.535202487244,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7539,"Mormyrops boulengeri",201468.825826095,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7540,"Hypsopanchax jobaerti",123858.094895995,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7541,"Lepidiolamprologus attenuatus",33012.5919769452,0,1,1,15," ",0,4.05,"Carni.",1,"NT"
7546,"Enteromius lufukiensis",40831.4686286251,1,0,0,NA,NA,NA,NA,NA,1,"NT"
7547,"Nothobranchius capriviensis",8199.37263696242,0,1,1,4.96999979019165,NA,0,NA,NA,2,"EN"
7553,"Lacustricola mediolateralis",119480.608496082,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7561,"Sargochromis carlottae",530743.785937833,1,1,0,34.5,"commercial",0,3.58,"Carni.",2,"LC"
7563,"Stenogobius kenyae",302136.273117128,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7565,"Gephyrochromis moorii",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7567,"Maylandia glaucos",168.348787735016,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7577,"Oreochromis salinicola",5408.31979371577,1,1,0,NA,NA,NA,NA,NA,3,"VU"
7583,"Amphilius brevis",676933.007317942,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7584,"Enteromius aspilus",90610.6888527633,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7587,"Synodontis dekimpei",3047.07470202873,1,0,0,NA,NA,NA,NA,NA,1,"CR"
7590,"Micropanchax keilhacki",18366.5452705516,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7592,"Thysochromis ansorgii",376394.355120889,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7603,"Parananochromis longirostris",184695.498667499,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
7618,"Chiloglanis loffabrevum",2043.28073775009,1,0,0,3.78999996185303,"of no interest",0,NA,NA,1,"EN"
7619,"Enteromius apleurogramma",1139535.02357334,1,1,0,5.40000009536743,NA,0,2.9,"Carni.",1,"LC"
7620,"Chiloglanis nzerekore",767.128278529762,1,0,0,4.51999998092651,"of no interest",0,NA,NA,1,"EN"
7621,"Haplochromis victoriae",75275.99539497,0,1,1,NA,NA,NA,NA,NA,1,"DD"
7622,"Chiloglanis tweddlei",2303.24413531137,1,0,0,5.59999990463257,"of no interest",0,NA,NA,1,"EN"
7623,"Enteromius foutensis",1270.65838562942,1,0,0,NA,NA,NA,NA,NA,1,"EN"
7627,"Enteromius toppini",2092813.11564752,1,1,0,4,"commercial",0,2.78,"Omni.",1,"LC"
7629,"Petrocephalus levequei",111020.035112019,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7633,"Platypanchax modestus",57301.1100925434,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7634,"Austroglanis barnardi",2902.065894164,1,0,0,NA,NA,NA,NA,NA,2,"EN"
7637,"Monostichodus lootensi",68281.9663890697,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7640,"Enteromius hulstaerti",182178.264560516,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7642,"Paradoxoglanis cryptus",10144.348642258,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7652,"Aphyosemion batesii",176466.006894867,1,0,0,NA,NA,NA,NA,NA,1,"LC"
7655,"Ctenopoma nigropannosum",490009.261409807,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7659,"Clariallabes mutsindoziensis",32235.6566794038,1,0,0,11.8000001907349,NA,0,3.2,"Carni.",1,"EN"
7660,"Chrysichthys macropterus",88324.9185676015,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7665,"Labeobarbus stenostoma",27606.6525786309,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7671,"Bathyclarias worthingtoni",3857.7974301287,0,1,1,80,"commercial",0,4.01,"Carni.",1,"LC"
7673,"Mormyrops attenuatus",549035.183148606,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7680,"Enneacampus ansorgii",639305.909394421,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7682,"Neolebias powelli",23403.1449294849,1,0,0,NA,NA,NA,NA,NA,1,"EN"
7687,"Parailia occidentalis",135335.373696101,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7692,"Fundulopanchax sjostedti",145889.053095582,1,1,0,NA,NA,NA,NA,NA,1,"EN"
7695,"Placidochromis lukomae",84.3398314721336,0,1,1,NA,NA,NA,NA,NA,1,"LC"
7697,"Gobius bontii",159.624076587397,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7701,"Trematocranus microstoma",1928.803753792,0,1,1,23.2000007629395,"commercial",0,3.36,"Carni.",1,"EN"
7705,"Mastacembelus latens",3772.62325065123,1,0,0,NA,NA,NA,NA,NA,1,"VU"
7707,"Labeobarbus gorguari",2946.00893117719,0,1,1,53.2000007629395,NA,0,3.26,"Carni.",1,"VU"
7708,"Micralestes comoensis",52279.2606537983,1,0,0,NA,NA,NA,NA,NA,1,"EN"
7709,"Aphyosemion schoutedeni",21839.8444105747,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7712,"Haplochromis maisomei",70029.8147067808,0,1,1,9.8100004196167,NA,0,4.2,"Carni.",1,"DD"
7713,"Phenacogrammus stigmatura",1375.13496628521,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
7716,"Chetia welwitschi",38181.9799903925,1,1,0,14.6999998092651,NA,0,NA,NA,2,"DD"
7718,"Pseudocrenilabrus multicolor",274315.014236621,1,1,0,8," ",0,3.04,"Carni.",1,"LC"
7720,"Neobola nilotica",92826.5826183264,1,0,0,NA,NA,NA,NA,NA,2,"DD"
7721,"Aulonocranus dewindti",42979.5135057856,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7723,"Opsaridium boweni",25798.8540730715,1,1,0,NA,NA,NA,NA,NA,1,"DD"
7724,"Monostichodus elongatus",167945.799861871,NA,NA,0,NA,NA,NA,NA,NA,1,NA
7725,"Scatophagus argus",2124.29038371251,1,0,0,45,"minor commercial",1,2.99,"Carni.",2,"LC"
7727,"Caranx sexfasciatus",39500.2471061998,1,0,0,120,"commercial",1,3.67,"Carni.",3,"LC"
7731,"Clariallabes centralis",541246.204024954,1,1,0,NA,NA,NA,NA,NA,1,"LC"
7735,"Zaireichthys monomotapa",645569.598084449,1,0,0,3.76999998092651,NA,0,NA,NA,3,"LC"
7738,"Microthrissa congica",59796.6846335508,1,1,0,7,"of no interest",0,3.1,"Carni.",1,NA
7739,"Tylochromis variabilis",865419.545310091,1,1,0,27.6000003814697,NA,0,2.6,"Omni.",1,"LC"
7745,"Fibramia lateralis",268303.717977934,0,0,0,11,NA,1,3.98,"Carni.",1,NA
7749,"Haplochromis humilior",70201.9485614657,0,1,1,9,NA,0,2.61,"Omni.",1,"DD"
